"id","season_id","franchise_id","season_episode_num","title","air_date","description"
"F12S01E04","F12S01","F12","4","""Drag Race Thailand Debut Season Award""",2018-03-08,"Mini-Challenge: ""Pink carpet"" photoshoot
Mini-Challenge Winner: JAJA
Guests: Ajirapha ""Sabina"" Meisinger and Natthaya ""Grace"" Boonchompaisarn
Main Challenge: Presenting and accepting ""Drag Race Thailand Debut Season Awards""
Main Challenge Winner: Natalia Pliacam 
Main Challenge Prize: One-year supply of Biore products
Guest Judges: Ananda Everingham, Sinjai Plengpanich, Pattriya Na Nakorn
Runway Theme:  Beloved Thai movies
Runway Winner: JAJA & Dearis Doll 
Runway Prize: One-year supply of Vampye eyelashes
Bottom Two: Amadiva & Natalia Pliacam
Lip Sync Song: ""Dhoom Dhoom"" by Tata Young
Eliminated: None"
"F12S01E05","F12S01","F12","5","""Snatch Game""",2018-03-15,"Mini-Challenge: Reading challenge
Mini-Challenge Winner: Amadiva
Mini-Challenge Prize: First to choose silk for runway challenge and choose who gets second pick
Main Challenge: Snatch Game
Guest Judges: Metinee Kingpayom, Polpat Asavaprapha
Runway Theme: Design an outfit made from dyed Thai silk
Main Challenge + Runway Winner: Natalia Pliacam 
Main Challenge + Runway Prize: 3 day/2 night stay at the AVANI Garden Room in Pattaya, worth 20,000฿
Bottom Three: Année Maywong, JAJA, Petchra
Lip Sync Song: ""Toxic"" by Britney Spears
Eliminated: Petchra
Farewell Message: ""พี่นาตาเลีย, แอนเน่, บีเอลล่า, เดียร์ริสดอล (คิดถึงทุกคนนะ) See you, Petchra"" (Natalia, Année, B Ella, Dearis Doll (Miss you guys) See you, Petchra)"
"F12S01E06","F12S01","F12","6","""Commercial, Commercial""",2018-03-22,"Mini-Challenge: Line Mobile presentation clip
Mini-Challenge Winner: B Ella
Mini-Challenge Prize: Free for use of ""Line Mobile by DTAC"" for 2-years with unlimited package, and privileges for select the partners of main challenge.
Main Challenge: Line Mobile parody clip
Mini and Main Challenge Guest Judge: Pavarisa Chumvigrant, VP of Marketing ""Line Mobile"", DTAC TriNet Co., Ltd.
Main Challenge Winner: B Ella & Dearis Doll
Main Challenge Prize: Free for use of ""Line Mobile by DTAC"" for 3-years with unlimited package for winners, and free 1 year for other compettitors and presenters.
Runway Theme: Parody of Araya A. Hargate dressing, and ""guest judges"" welcoming show.
Runway Guest Judges: Araya A. Hargate, Ornapa Krisadee [th]
Runway Winner: Dearis Doll
Runway Prize: Gift Voucher of Tichin Nintha Krungthep, worth 20,000฿
Bottom Two: Amadiva & JAJA
Lip Sync Song: ""เพลงสุดท้าย"" (""Last Song"") by Suda Chuenban [th]
Eliminated: Amadiva & JAJA
Amadiva’s Farewell Message: ""พวกพี่คือยอดมนุษย์ ♡ รักมากนะคะ, Amadiva"" (You're Heroes. Love you so much ♡, Amadiva)
JAJA’s Farewell Message: ""DRTH keep showing the world! Khob Khun Krub! Susu na Kha! Gicci Gicci yaya JAJA!""(Khob Khun Krub! Susu na Kha! is a Thai reading word ""ขอบคุณครับ! สู้ๆ นะคะ"" to transliterated in English, meaning = Thank you! Keep fighting!)"
"F12S01E07","F12S01","F12","7","""Twins""",2018-03-29,"Mini-Challenge: ""Twin"" photoshoot
Mini-Challenge Winner: Année Maywong + Dearis Doll
Mini-Challenge Prize: Assign pairs for first main challenge
Main Challenge 1: Design conjoined twins outfit out of Eighteen boxes
Main Challenge 1 Guests: DJ Matoom [th], previously eliminated contestants
Main Challenge 1 Winner: Année Maywong (+ Meannie Minaj)
Main Challenge 1 Prize: 40,000฿
Main Challenge 2: Act out a scene inspired by Plerng Phra Nang
Main Challenge 2 Guests: Teerasak Promngoen, previously eliminated contestants
Runway Theme: Water Festival (Songkran)
Runway Guest Judges: Ploy Chermarn, Utt Uttsada, Chom
Main Challenge 2 + Runway Winner: Année Maywong 
Main Challenge 2 + Runway Prize: 30,000฿ gift voucher for ERB spa
Bottom Two: Dearis Doll & B Ella
Lip Sync Song: ""Crazy in Love"" by Beyoncé
Eliminated: B Ella
Farewell Message: ""ดีใจที่ได้อยู่ครอบครัวนี้ รักทุกคนนะ ♡ ช้างแห่ง DRTH, B Ella"" (I'm glad to live in this family. Love you all ♡ elephant of DRTH, B Ella)"
"F12S01E08","F12S01","F12","8","""Final Runway""",2018-04-05,"Miss Congeniality: B Ella
Runners-up: Année Maywong & Dearis Doll
Winner of Drag Race Thailand season one: Natalia Pliacam"
"F12S02E01","F12S02","F12","1","""Re-Born This Way""",NA,"Guest Judges: Yai Amat Nimitpark, Pitt Karchai, and Tae Piyarat Kaljareuk
Maxi Challenge: Re-Born this way photoshoot
Maxi Challenge Winners: Angele Anang and Katy Killer
Runway Theme: Prepare a 10 year old and a 60 year old drag persona look
Runway Challenge Winner: Srimala
Main Challenge Prize: 30,000฿ gift voucher from Footwork
Bottom Two: M Stranger Fox and Silver Sonic
Lip Sync Song: ""Born Naked"" by RuPaul
Eliminated: M Stranger Fox
Farewell Message: ""SS2 FOREVER M STRANGER FOX"""
"F12S02E02","F12S02","F12","2","""Under the Rainbow""",2019-01-18,"Guest Judges: Nut Prakopsantisook and Sonya Couling
Mini-Challenge: Match pairs of guys wearing the same color shorts.
Mini-Challenge Winner: Kandy Zyanide
Maxi Challenge: Colored powder photoshoot
Maxi Challenge Winner: Genie
Runway Theme: Rainbow after the rain
Runway Challenge Winner: Genie
Runway Challenge prize: 30,000฿ gift voucher from Erb.
Bottom Two: Mocha Diva and Silver Sonic
Lip Sync Song: “I Will Survive หมอลำ (""I Will Survive Mor Lam"")” by Saisunee Sukkrit
Eliminated: Silver Sonic
Farewell Message: ""สู้ๆ นะพี่ๆ รีบตามหนูมานะ ^_^ , Sonic"" (""Fighting, everyone. Catch up to me soon. Sonic."")"
"F12S02E03","F12S02","F12","3","""Thai Beauty""",2019-01-25,"Guest Judges: Vatanika and Sakuntala Thianphairot
Mini-Challenge: Create a crown from scrap materials.
Mini-Challenge Winner: Maya B’Haro
Maxi Challenge: Princess Photoshoot
Maxi Challenge Winner: Maya B’Haro
Runway Theme: Sang Thong: Ugly to Pretty
Runway Challenge Winner: Maya B’Haro
Runway Challenge Prize: 30,000฿ gift voucher from MAC Cosmetics
Bottom Two: Kana Warrior and Katy Killer
Lip Sync Song: ""ขอใจเธอแลกเบอร์โทร"" (""You're Heart For My Number"") by Yinglee Srijumpol
Eliminated: Katy Killer
Farewell Message: ""สู้ๆ นะทุกคน ฉันยังไม่ตาย ไม่ต้องร้อง E ดอก, Katy Killer"" (""Fighting, everyone. I’m not dead yet so don’t cry for me, you bitches."")"
"F12S02E04","F12S02","F12","4","""Mother and Daughter""",2019-02-01,"Guest Judges: Bobby and Mam Surivipa
Mini-Challenge: In pairs, make each other over while blindfolded.
Mini-Challenge Winner: Miss Gimhuay
Maxi Challenge: Give drag makeovers to men in committed relationships, with a bridal theme
Maxi Challenge Winner: Angele Anang
Maxi Challenge Prize: Two nights and two days at Avani Resort Pattaya, Plus a 30,000฿ voucher
Bottom Three: Kana Warrior, Kandy Zyanide and Srimala
Lip Sync Song: ""จดหมายจากเมียเช่า"" (""A Letter From A Wife"") by Mani Maniwan
Eliminated: Kandy Zyanide
Farewell Message: ""โชคดีนะค่ะ ขอโทษที่ทำได้ไม่ดี Love U all ♡ Kandy"" (""Good luck. Sorry that I wasn’t good enough. Love you all Kandy."")"
"F12S02E05","F12S02","F12","5","""Hollywood Inspirations""",2019-02-08,"Guest Judges: Cindy Bishop and Pae Arak
Mini-Challenge: An improv acting challenge with models from The Face Men Thailand.
Mini-Challenge Winners: Tormai and Vanda Miss Joaquim
Maxi Challenge: In teams, the queens must act in a lakorn titled The Haunting Dolls.
Maxi Challenge Winners: Angele Anang, Bandit, Genie, Mocha Diva and Vanda Miss Joaquim
Runway Theme: Hollywood
Runway Challenge Winner: Miss Gimhuay
Runway Challenge Prize: 33,100฿ watch from Victorinox Swiss Army by Timedeco
Bottom Two: Kana Warrior and Maya B’Haro
Lip Sync Song: “สุดฤทธิ์สุดเดช” (""Suprit Suddet"") by Mai Charoenpura
Eliminated: Kana Warrior and Maya B’Haro
Maya B’Haro’s Farewell Message: ""รักทุกคนนะคะ ขอบคุณทุกคนมากๆ ขาดช่างทำผมแล้วนะพวกเธอ Maya"" (""I love all of you. Thank you so much. You don’t have someone to do your hair anymore though. Maya"")
Kana Warrior’s Farewell Message: ""Smile. KANA WARRIOR"""
"F12S02E06","F12S02","F12","6","""Power of Speech""",2019-02-15,"Guest Judges: Maria Lynn Ehren, John Winyu, and Moo Asava
Mini-Challenge: Reading is Fundamental
Mini-Challenge Winner: Tormai
Maxi Challenge: Talk Show with the finalists of Drag Race Thailand Season 1
Maxi Challenge Winners: Angele Anang and Mocha Diva 
Maxi Challenge Prize: A year supply of premium mink lashes by ChiChi, worth 30,000฿
Runway Theme: Miss Star of the Galaxy Pageant
Runway Challenge Winner: Vanda Miss Joaquim
Runway Challenge Prize: 50,000฿ gift voucher from APEX Medical Center
Bottom Two: Mocha Diva and Srimala
Lip Sync Song: “เจ็บนิด...นิด” (""It Hurts A Little... A Little"") by Rhatha Phongam
Eliminated: Mocha Diva
Disqualified: Miss Gimhuay
Mocha Diva’s Farewell Message: ""DON'T CHEAT!! M.D."""
"F12S02E07","F12S02","F12","7","""Food Lover""",2019-02-22,"Guest Judge: Chef Fang Nattapong, Madame Mod, James Rusameekae Fagerlund, Tae Piyarat Kaljareuk
Mini-Challenge: Create a portrait out of Thai fruits and vegetables.
Mini-Challenge Winner: Angele Anang
Mini-Challenge Prize: Assign which dish each queen's runway has to be inspired by for the maxi challenge
Maxi Challenge: Create a runway look inspired by Thai cuisine.
Maxi Challenge Winner: Angele Anang
Main Challenge Prize: Two vouchers for a two night/three day stay at Aksorn Rayong The Vitality Collection with a volcano detox treatment from Aksorn Wellness worth ฿55,000
Bottom Three: Genie, Tormai, & Vanda Miss Joaquim
Lip Sync Song: ""กินจุ๊บจิ๊บ"" (""Eat Kiss Jib"") by Pornchita na Songkhla [th]
Eliminated: Genie
Farewell Message: ""Never forget DRTH SS2, Genie"""
"F12S02E08","F12S02","F12","8","""Heavenly Snatch""",2019-03-01,"Guest Judges: Hungry, Metinee Kingpayom, and ""Pancake"" Khemanit Jamikorn.
Maxi Challenge: Snatch Game Of Love
Maxi Challenge Winner: Tormai
Runway Theme: Cover and Reveal
Runway Challenge Winner: Angele Anang
Runway Challenge Prize: 30,000฿ gift voucher from Anissa Clinic
Bottom Two: Srimala and Tormai
Lip Sync Song:  ""Lady Marmalade"" by Christina Aguilera, Lil' Kim, Mýa and Pink.
Eliminated: Tormai
Farewell Message: ""Finally I go to top 5 ขอบคุณสำหรับมิตรภาพและโอกาสนะคะ Always love you DRTHSS2 XOXO, Tormai"" (""Finally I go to top 5. Thank you for friendship and opportunity. Always love you DRTHSS2 XOXO, Tormai."")
 Returned: Kana Warrior & Kandy Zyanide"
"F12S02E09","F12S02","F12","9","""Thai Musical""",2019-03-08,"Guest Judges: Apaporn Nakornsawan, Jennifer Kim, and Sombat ""Tue"" Tirasaroj
Maxi Challenge: Musical tribute performance to Apaporn Nakornsawan [th]
Maxi Challenge Winner: Kandy Zyanide
Runway Theme: Pumpuang Duangjan Realness
Runway Challenge Winner: Kandy Zyanide
Runway Challenge Prize: 30,000฿ gift voucher from TichinNintha Shoes for All
Bottom Two: Angele Anang and Kana Warrior
Lip Sync Song: ""หางเครื่อง"" (""Dancer"") by Sukanya Nakpradit
Eliminated: None"
"F12S02E10","F12S02","F12","10","""Family Superheroes""",2019-03-15,"Guest Judges: New & Jiew, New Atiwat, and Petch Paopetch
Maxi Challenge: Teach an exercise class to senior citizens that is both energizing and entertaining.
Maxi Challenge Winner: Kana Warrior
Maxi Challenge Prize: 30,000฿ gift voucher from Positif, premium Japanese beauty products
Runway Theme: Twin Heroes
Runway Challenge Winner: Kandy Zyanide
Runway Challenge Prize: Two round-trip plane tickets worth 50,000฿ from Bangkok to Bali courtesy of Thai AirAsia.
Bottom Two: Srimala and Vanda Miss Joaquim
Lip Sync Song: ""This Is Me"" by Keala Settle
Eliminated: Srimala
Farewell Message: ""I L♡VE DRTH SS2 รักทุกคนค่ะ สู้ๆ ต่อนะคะ ศรี มาทำไม อ๋อ! ศรีมาลา"" (""I L<3VE DRTH SS2! Keep fighting, I love you all! Srimala"")"
"F12S02E11","F12S02","F12","11","""White Elephants""",2019-03-22,"Guest Judges: Debbie Bazoo, Gene Kasidit, Jai Sira
Maxi Challenge: Write and record lyrics for a song and perform in a music video
Maxi Challenge Winner: Kandy Zyanide
Maxi Challenge Prize: Two night stay at Lebua Hotel and Resort in the luxury suite and a 50,000฿ voucher for meals at Tower Club Lounge
Runway Theme: White Elephant Extravaganza
Runway Challenge Winner: Kana Warrior
Runway Challenge Prize: 50,000฿ beauty gift voucher from Wind Holistic Clinic
Bottom Three: Angele Anang, Bandit and Vanda Miss Joaquim
Lip Sync Song: “Last Dance” by Selena
Eliminated: Bandit and Vanda Miss Joaquim
Farewell Message: N/A"
"F12S02E12","F12S02","F12","12","""Queens Reunited""",2019-03-29,"Drag Pop Star: Kandy Zyanide
Drag Pop Star Prize: 50,000฿ gift voucher from Masterwork Clinic"
"F12S02E13","F12S02","F12","13","""Final Runway""",2019-04-05,"Maxi Challenge: Direct and perform in a unique stage show
Runway Theme: Nang Sita 2040 (The Hindu Goddess of Good Fortune and Prosperity)
Runners-Up: Kana Warrior and Kandy Zyanide
Winner of Drag Race Thailand Season 2: Angele Anang"
"F13S01E01","F13S01","F13","1","""The Royal Queens""",2019-10-03,"Ten new queens enter the workroom. For the first mini-challenge, the queens will do a ""off with your heads"" photoshoot. Scaredy Kat wins the mini-challenge. For the main challenge, the queens must show off two looks, a look explaining that they are the queen of their hometown and a look inspired by Queen Elizabeth II.
On the runway, Baga Chipz, Sum Ting Wong and The Vivienne receive positive critiques, with The Vivienne winning the challenge. Cheryl Hole, Gothy Kendoll and Vinegar Strokes receive negative critiques, with Cheryl Hole being safe. Gothy Kendoll and Vinegar Strokes lip-sync to ""New Rules"" by Dua Lipa. Vinegar Strokes wins the lip-sync and Gothy Kendoll is the first queen to sashay away.

Guest Judge: Andrew Garfield
Alternating Judges: Alan Carr
Mini-Challenge: ""Off with your heads"" photoshoot
Mini-Challenge Winner: Scaredy Kat
Main Challenge: Create two looks for the runway
Runway Themes: Queen of Your Hometown and a look inspired by Queen Elizabeth II
Challenge Winner: The Vivienne 
Main Challenge Prize: RuPeter Badge
Bottom Two: Gothy Kendoll and Vinegar Strokes
Lip Sync Song: ""New Rules"" by Dua Lipa
Eliminated: Gothy Kendoll 
Farewell message: ""I'm the UK's Porkchop! Love you, friends for life! x x x Gothy"""
"F13S01E02","F13S01","F13","2","""Downton Draggy""",2019-10-10,"At the start of the episode, previous challenge winner The Vivienne was asked to rank the queens from top to bottom. The Vivienne placed herself first and placed Scaredy Kat last. They were both then declared team captains for the main challenge. For the main challenge, the queens will star in different drag film adaptions of Downton Abbey called ""Downton Draggy"". Scaredy Kat chooses Blu Hydrangea, Cheryl Hole, Crystal and Divina De Campo. The Vivienne chooses Baga Chipz, Sum Ting Wong and Vinegar Strokes for her team. 
On the runway, category is Bond Girl Glamourama. Team The Vivienne is declared the winning team, with Baga Chipz winning the challenge. Team Scaredy Kat is the losing team. Blu Hydrangea, Cheryl Hole and Scaredy Kat receive negative critiques, with Cheryl Hole being safe. Blu Hydrangea and Scaredy Kat lip-sync to ""Venus"" by Bananarama. Blu Hydrangea wins the lip-sync and Scaredy Kat sashays away.

Guest Judge: Maisie Williams
Alternating Judges: Graham Norton
Main Challenge: Perform in drag film adaptations of Downton Abbey, called ""Downton Draggy""
Runway Theme: Bond Girl Glamourama
Challenge Winner: Baga Chipz 
Main Challenge Prize: RuPeter Badge
Bottom Two:  Blu Hydrangea and Scaredy Kat
Lip Sync Song: ""Venus"" by Bananarama
Eliminated: Scaredy Kat 
Farewell message: ""Scaredy the whole way. 19 now, what's gonna happen when I'm 35. :P Thanks girls. Cya later! Meowx"""
"F13S01E03","F13S01","F13","3","""Posh on a Penny""",2019-10-17,"For this week's mini-challenge, the queens do intriguing dance moves around a maypole. Cheryl Hole wins the mini-challenge. For the main challenge, the queens must create a show-stopping outfit from junk found at a car boot sale.
On the runway, Crystal, Divina De Campo and The Vivienne receive positive critiques, with Divina De Campo winning the challenge. Cheryl Hole, Sum Ting Wong and Vinegar Strokes receive negative critiques, with Cheryl Hole being safe. Sum Ting Wong and Vinegar Strokes lip-sync to ""Would I Lie To You?"" by Eurythmics. Sum Ting Wong wins the lip-sync and Vinegar Strokes sashays away.

Guest Judge: Twiggy
Special Guest: Raven
Alternating Judges: Graham Norton
Mini-Challenge: Do some intriguing dance moves around a maypole
Mini-Challenge Winner: Cheryl Hole
Main Challenge: Create a show-stopping outfit from junk found at a car boot sale
Challenge Winner: Divina De Campo 
Main Challenge Prize: RuPeter Badge
Bottom Two: Sum Ting Wong and Vinegar Strokes
Lip Sync Song: ""Would I Lie To You?"" by Eurythmics
Eliminated: Vinegar Strokes 
Farewell message: ""Long live the OG RPDRUK SLAAAAGS! You're all amazing ♥️ Hodge Podge FOREVER! xxx"""
"F13S01E04","F13S01","F13","4","""Snatch Game""",2019-10-24,"For the main challenge, the queens play the Snatch Game. Lorraine Kelly and Stacey Dooley star as guest judges. The cast consisted of:

Baga Chipz as Margaret Thatcher
Blu Hydrangea as Mary Berry
Cheryl Hole as Gemma Collins
Crystal as Rue McClanahan
Divina De Campo as Julia Child
Sum Ting Wong as Sir David Attenborough
The Vivienne as Donald TrumpOn the runway, category is Weird Science. Baga Chipz and The Vivienne receive positive critiques and both are declared the winners of the challenge. Crystal, Divina De Campo and Sum Ting Wong receive negative critiques, with Divina De Campo being safe. Crystal and Sum Ting Wong lip-sync to ""Spice Up Your Life"" by Spice Girls. Crystal wins the lip-sync and Sum Ting Wong sashays away.

Guest Judge: Geri Horner
Guest Snatch Game Participants: Lorraine Kelly & Stacey Dooley
Alternating Judges: Alan Carr
Main Challenge: Snatch Game – their best celebrity impersonations
Runway Theme: Weird Science
Challenge Winners: Baga Chipz and The Vivienne 
Main Challenge Prize: RuPeter Badge
Bottom Two: Crystal and Sum Ting Wong
Lip Sync Song: ""Spice Up Your Life"" by Spice Girls
Eliminated: Sum Ting Wong 
Farewell message: ""Love you ALL! Believe in yourselves more than I believe in me you've got in the bag ♥️ Love you long time xoxo STW"""
"F13S01E05","F13S01","F13","5","""Girl Group Battle Royale""",2019-10-31,"For this week's mini-challenge, the queens read each other. Crystal wins the mini-challenge. For the main challenge, the queens will team up and write original lyrics and perform them to ""Break Up (Bye Bye)"". Team 1 consisted of Baga Chipz, Blu Hydrangea and Divina De Campo and they form ""The Frock Destroyers"". Team 2 consisted of Cheryl Hole, Crystal and The Vivienne and they form ""Filth Harmony"".
On the runway, category is Day at the Races. Team ""The Frock Destroyers"" are declared the winning team, with Baga Chipz, Blu Hydrangea and Divina De Campo all winning the challenge. Team ""Filth Harmony"" is the losing team. Cheryl Hole is declared safe, with Crystal and The Vivienne landing in the bottom two. They lip-sync to ""Power"" by Little Mix. The Vivienne wins the lip-sync and Crystal sashays away.

Guest Judge: Jade Thirlwall
Alternating Judges: Graham Norton
Mini-Challenge: Reading is Fundamental
Mini-Challenge Winner: Crystal
Main Challenge: Write original lyrics and perform them to ""Break Up (Bye Bye)""
Runway Theme: Day at the Races
Challenge Winners: Baga Chipz, Blu Hydrangea, and Divina De Campo 
Main Challenge Prize: RuPeter Badge
Bottom Two: Crystal and The Vivienne
Lip Sync Song: ""Power"" by Little Mix
Eliminated: Crystal 
Farewell message: ""YOU'RE A BUNCH OF UGLY, TALENTLESS LITTLE WITCHES – I'M GOING TO MISS YOU!! X"""
"F13S01E06","F13S01","F13","6","""Thirsty Werk""",2019-11-07,"For this week's mini-challenge, the queens play Boxers, Briefs or Commando with the pit crew. Divina De Campo wins the mini-challenge. For the main challenge, the queens will campaign, market and design their own brand of bottled water. 
On the runway, category is Rainy Day Eleganza. Divina De Campo and The Vivienne receive positive critiques, with The Vivienne winning the challenge. Baga Chipz, Blu Hydrangea and Cheryl Hole receive negative critiques, with Baga Chipz being safe. Blu Hydrangea and Cheryl Hole lip-sync to ""Call My Name (Wideboys Remix)"" by Cheryl. Cheryl Hole wins the lip-sync and Blu Hydrangea sashays away.

Guest Judge: Cheryl
Special Guest: Katya Zamolodchikova
Alternating Judges: Graham Norton
Mini-Challenge: Boxers, Briefs or Commando
Mini-Challenge Winner: Divina De Campo
Mini-Challenge Prize: A video call and insider advice from RuPaul's Drag Race Royalty Katya
Main Challenge: Campaign, market and design one's own brand of bottled water
Runway Theme: Rainy Day Eleganza
Challenge Winner: The Vivienne 
Main Challenge Prize: RuPeter Badge
Bottom Two: Blu Hydrangea and Cheryl Hole
Lip Sync Song: ""Call My Name (Wideboys Remix)"" by Cheryl
Eliminated: Blu Hydrangea 
Farewell message: ""Not just a look Queen! BLU came, BLU slayed, BLU conquered for N.I.♥️ Love you ALL! BLU Hydrangea ♥️"""
"F13S01E07","F13S01","F13","7","""Family That Drags Together""",2019-11-14,"For this week's mini-challenge, the queens have a bitchfest with puppets. Divina De Campo wins the mini-challenge. For the main challenge, the queens will give a member of their family a drag makeover.
On the runway, Divina De Campo and The Vivienne receive positive critiques, with Divina De Campo winning the challenge. Baga Chipz and Cheryl Hole receive negative critiques and are the bottom two. They lip-sync to ""Tears Dry on Their Own” by Amy Winehouse. Baga Chipz wins the lip-sync and Cheryl Hole sashays away.

Guest Judge: Michaela Coel
Alternating Judges: Alan Carr
Mini-Challenge: Everybody Loves Puppets
Mini-Challenge Winner: Divina De Campo
Main Challenge: Give a member of your family a drag makeover
Challenge Winner: Divina De Campo 
Main Challenge Prize: RuPeter Badge
Bottom Two: Baga Chipz and Cheryl Hole
Lip Sync Song: ""Tears Dry on Their Own” by Amy Winehouse
Eliminated: Cheryl Hole 
Farewell message: I'm all gamed out! You're finally get rid of me! Kill it top 3 – So Proud! May the best GIRL win XOXO Cheryl Hole ♥"
"F13S01E08","F13S01","F13","8","""Grand Finale""",2019-11-21,"For the final challenge of the season, the queens will write, record and perform their own verses to RuPaul's song ""Rock It (To The Moon)"". The queens walk the runway one last time. All the previously eliminated queens make an appearance. RuPaul then tells Baga Chipz that she has been eliminated, leaving Divina De Campo and The Vivienne as the final two. They lip-sync to ""I'm Your Man"" by Wham!. The Vivienne is crowned the winner, leaving Divina De Campo as the runner-up.

Alternating Judges: Alan Carr & Graham Norton
Main Challenge: Write, record and perform their own verses to RuPaul's song ""Rock It (To The Moon)""
Runway Theme: Final Three Eleganza Extravaganza
Eliminated: Baga Chipz
Top Two: Divina De Campo and The Vivienne
Lip Sync Song: ""I'm Your Man"" by Wham!
Runner-up:  Divina De Campo 
Winner of RuPaul's Drag Race UK Series One: The Vivienne"
"F13S02E01","F13S02","F13","1","""Royalty Returns""",2021-01-14,"The award winning RuPaul's Drag Race UK returns for a second series. Over the course of ten weeks, twelve of the country's most fabulous drag queens will compete to be crowned the UK's Next Drag Race Superstar. 
In the premiere episode, the queens enter the work room for the first time and quickly take on their first challenge - a tennis photoshoot. For the main challenge, the queens are asked to serve two looks on the runway. Actress and fashion icon Elizabeth Hurley joins Michelle Visage and Graham Norton on the judging panel as the first queen sashays away from the competition.

Guest Judge: Elizabeth Hurley
Alternating Judge: Graham Norton
Mini-Challenge: Tennis photoshoot
Mini-Challenge Winner: Lawrence Chaney
Main Challenge:  Serve two looks on the Drag Race runway.
Runway Theme: UK Gay Icons and Queen of Your Home Town
Challenge Winner: Asttina Mandella 
Bottom Two: Bimini Bon-Boulash and Joe Black
Lip Sync Song: ""Relax"" by Frankie Goes to Hollywood
Eliminated: Joe Black 
Farewell message: ""Auf wiedersehen you camp old bitches. Love you, see you soon ♡ JB"""
"F13S02E02","F13S02","F13","2","""Rats: The Rusical""",2021-01-21,"After Joe Black's elimination, the queens talk about what happened on last week's episode. For the mini challenge, the contestants have to elect a Drag Race cabinet in the categories Secretary of Shade, Trade Minister, Leader of the House of Loading It Up and Baroness Basic. Respectively A'Whora, Tayce, Lawrence Chaney and Tia Kofi won in those categories.
For the main challenge the contestants had to perform in Rats: The Rusical, after receiving vocal coaching from Michelle Visage and choreography from Jay Revell and Kieran Daley Ward. On the main stage the contestants had to showcase a look in the category Surprise, Surprise. A'Whora, Astinna Mandella, Bimini Bon-Boulash, Ginny Lemon and Sister Sister were safe, while Ellie Diamond, Tia Kofi and Veronica Green were praised for their work. Cherry Valentine, Lawrence Chaney and Tayce were critiqued, with Lawrence Chaney not having to lip sync. Veronica Green won the challenge, while Cherry Valentine and Tayce lip-synced to the song ""Memory"" by Elaine Paige. Cherry Valentine had to leave the competition.

Guest Judge: Sheridan Smith
Alternating Judge: Alan Carr
Mini-Challenge: Elect a Drag Race cabinet
Mini-Challenge Winners: A'Whora, Lawrence Chaney, Tayce and Tia Kofi
Main Challenge:  Rats: The Rusical
Runway Theme: Surprise, Surprise
Challenge Winner: Veronica Green 
Bottom Two: Cherry Valentine and Tayce
Lip Sync Song: ""Memory"" by Elaine Paige
Eliminated: Cherry Valentine 
Farewell message: ""Always remember. Love yourself first. Can't wait to pop your cherries again! Love C ♡"""
"F13S02E03","F13S02","F13","3","""Who Wore It Best?""",2021-01-28,"In the mini challenge at the beginning of the episode the queens had to limbo in quick drag. For the main challenge, the queens chose their drag sister. In the five teams of two, the queens had to create looks with the same colours and fabrics as their drag sister. The winners of the mini challenge, Tayce and Veronica Green, got to assign the colours to the duos. A'Whora and Tayce got the colour black, Ginny Lemon and Sister Sister got pink, Tia Kofi and Veronica Green got green, Asttina Mandella and Bimini Bon-Boulash got blue, and Ellie Diamond and Lawrence Chaney got gold. While creating their looks, RuPaul revealed that in each duo, one queen will wear it best, and the other queen will be in the bottom.
On the main stage, A'Whora, Bimini Bon-Boulash, Lawrence Chaney, Sister Sister and Veronica Green wore it best, with Lawrence Chaney winning the challenge. After untucking in the workroom, Ellie Diamond and Tayce were declared safe. Ginny Lemon received some negative critiques, but was ultimately declared safe. Asttina Mandella and Tia Kofi lipsynced to ""Don't Start Now"" by Dua Lipa. Asttina Mandella had to sashay away.

Guest Judge: Jourdan Dunn
Alternating Judge: Graham Norton
Mini-Challenge: Limbo Extravaganza
Mini-Challenge Winners: Tayce and Veronica Green
Main Challenge: Create a look with the same colors and fabrics as your drag sister
Runway Theme: Who Wore It Best?
Challenge Winner: Lawrence Chaney 
Bottom Two: Asttina Mandella and Tia Kofi
Lip Sync Song: ""Don't Start Now"" by Dua Lipa
Eliminated: Asttina Mandella 
Farewell message: ""Rude. Always to remember to have RAT BITE FEVER. Love you all FOREVER + ALWAYS. Asttina"""
